time, open, close, Close MA, Volume, Volume MA, RSI
2023-10-18T15:25:00+05:30, 19664.8, 19668.45, 19678.265, 6594705, 3697405.3, 32.54492792
2023-10-19 09:15:00, 19545.2, 19538.7, 19663.735, 14559761, 4352805.0, 11.21737680948668
2023-10-19 09:20:00, 19539.0, 19549.5, 19649.605000000003, 6977157, 4582951.45, 16.1433951516307
2023-10-19 09:25:00, 19550.1, 19553.5, 19635.765000000007, 5415861, 4747320.65, 17.95899420329968
2023-10-19 09:30:00, 19553.7, 19535.15, 19620.860000000008, 6081102, 4943614.4, 16.22362699876018
2023-10-19 09:35:00, 19535.4, 19530.4, 19605.19500000001, 5554428, 5131085.0, 15.798072007242794
2023-10-19 09:40:00, 19531.05, 19542.6, 19592.21500000001, 3990082, 5232670.15, 21.493963317146168
2023-10-19 09:45:00, 19541.6, 19546.1, 19579.620000000014, 3715477, 5331526.95, 23.1010995223087
2023-10-19 09:50:00, 19545.35, 19572.8, 19570.170000000013, 4332207, 5453446.4, 34.17211448093812
2023-10-19 09:55:00, 19571.15, 19588.7, 19562.590000000015, 3878534, 5532731.05, 39.73620669043146
2023-10-19 10:00:00, 19589.05, 19584.9, 19554.23500000001, 3657084, 5550386.75, 38.890158154268434
2023-10-19 10:05:00, 19584.7, 19582.25, 19558.59000000001, 3119977, 5603853.35, 38.27808124915365
2023-10-19 10:10:00, 19583.5, 19575.4, 19561.18000000001, 3012923, 5644447.0, 36.67142328663668
2023-10-19 10:15:00, 19574.8, 19566.35, 19562.46500000001, 3601980, 5717814.75, 34.604840472883296
2023-10-19 10:20:00, 19566.6, 19584.85, 19567.435000000012, 3654569, 5774556.45, 41.82237496585411
2023-10-19 10:25:00, 19585.3, 19584.95, 19572.890000000014, 2322042, 5490338.2, 41.85972863553341
2023-10-19 10:30:00, 19584.2, 19571.75, 19575.805000000015, 2041982, 5266332.25, 38.35866958228772
2023-10-19 10:35:00, 19571.45, 19558.75, 19577.070000000014, 1821722, 5005035.3, 35.233240028174635
2023-10-19 10:40:00, 19558.0, 19563.75, 19576.165000000015, 2125309, 4720997.2, 37.34767675654291
2023-10-19 10:45:00, 19563.6, 19570.4, 19574.335000000014, 2179844, 4431837.3, 40.14645644946632
2023-10-19 10:50:00, 19568.9, 19566.6, 19572.505000000016, 2113587, 4207781.4, 39.07234909212847
2023-10-19 10:55:00, 19565.95, 19559.8, 19570.260000000017, 2059210, 3582753.85, 37.156567231002185
2023-10-19 11:00:00, 19559.05, 19567.15, 19569.435000000016, 2528645, 3360328.25, 40.54964709015549
2023-10-19 11:05:00, 19567.1, 19573.1, 19570.110000000015, 2977806, 3238425.5, 43.22220434951073
2023-10-19 11:10:00, 19572.95, 19574.85, 19569.110000000015, 1948352, 3031788.0, 44.01931128013967
2023-10-19 11:15:00, 19574.2, 19580.1, 19568.625000000015, 2030536, 2855593.4, 46.44825591421435
2023-10-19 11:20:00, 19580.05, 19580.8, 19569.530000000013, 1725497, 2742364.15, 46.77982884282667
2023-10-19 11:25:00, 19581.25, 19640.85, 19577.740000000013, 4269294, 2770055.0, 66.14518661458574
2023-10-19 11:30:00, 19640.9, 19645.85, 19585.950000000015, 3168561, 2711872.7, 67.21490003920988
2023-10-19 11:35:00, 19644.05, 19646.5, 19593.560000000016, 2845659, 2660228.95, 67.35928922414585
2023-10-19 11:40:00, 19646.4, 19641.95, 19601.095000000016, 2434702, 2599109.85, 65.19480769189093
2023-10-19 11:45:00, 19641.45, 19647.3, 19609.845000000016, 2451735, 2565697.75, 66.55564522600557
2023-10-19 11:50:00, 19646.8, 19638.8, 19617.010000000017, 1849130, 2507508.1, 62.382397815577185
2023-10-19 11:55:00, 19638.65, 19637.25, 19623.425000000014, 1713403, 2413079.25, 61.623586737397446
2023-10-19 12:00:00, 19637.45, 19647.1, 19630.650000000016, 1549051, 2307803.35, 64.57274649718755
2023-10-19 12:05:00, 19647.3, 19660.45, 19638.68500000002, 2208783, 2302140.4, 68.14573208372938
2023-10-19 12:10:00, 19658.95, 19661.3, 19646.735000000022, 2417131, 2320897.85, 68.36450359965045
2023-10-19 12:15:00, 19661.0, 19653.5, 19648.000000000022, 2130643, 2336343.9, 64.01944710875591
2023-10-19 12:20:00, 19652.75, 19635.7, 19646.985000000022, 2211940, 2340675.45, 55.370671391500785
2023-10-19 12:25:00, 19634.95, 19649.0, 19647.235000000022, 1679571, 2315661.8, 59.74652165075938
2023-10-19 12:30:00, 19648.85, 19650.25, 19648.06500000002, 1579245, 2288944.7, 60.142070286555324
2023-10-19 12:35:00, 19650.4, 19639.55, 19647.29000000002, 2485889, 2310278.65, 55.14662862012805
2023-10-19 12:40:00, 19637.6, 19645.9, 19648.000000000022, 3511086, 2359400.7, 57.407635577410524
2023-10-19 12:45:00, 19646.15, 19651.65, 19649.440000000024, 1566940, 2288857.4, 59.40325106252214
2023-10-19 12:50:00, 19651.9, 19661.6, 19650.890000000025, 2251310, 2304005.3, 62.66327822427724
2023-10-19 12:55:00, 19661.2, 19652.35, 19650.080000000024, 2102944, 2307625.7, 58.00029850349193
2023-10-19 13:00:00, 19651.5, 19650.55, 19649.005000000023, 1768383, 2309770.0, 57.109712541100706
2023-10-19 13:05:00, 19649.7, 19639.6, 19647.615000000023, 2322180, 2212414.3, 51.88990173192997
2023-10-19 13:10:00, 19639.55, 19643.7, 19648.415000000023, 2310208, 2169496.65, 53.59998527468708
2023-10-19 13:15:00, 19643.05, 19626.35, 19646.150000000023, 1998334, 2127130.4, 46.12785183021784
2023-10-19 13:20:00, 19626.1, 19633.15, 19644.440000000024, 1919676, 2101379.1, 49.121549519753714
2023-10-19 13:25:00, 19633.85, 19642.95, 19644.780000000028, 1775739, 2067579.3, 53.16126391908504
2023-10-19 13:30:00, 19642.6, 19645.25, 19644.71500000003, 2534540, 2101849.8, 54.082729865955436
2023-10-19 13:35:00, 19645.45, 19644.9, 19644.04000000003, 1608531, 2096606.2, 53.908925895463874
2023-10-19 13:40:00, 19645.4, 19651.8, 19643.06000000003, 1718084, 2105057.85, 56.852801287614064
2023-10-19 13:45:00, 19652.05, 19652.0, 19643.02500000003, 2181084, 2103672.9, 56.938654347775575
2023-10-19 13:50:00, 19651.35, 19651.65, 19643.13500000003, 2222140, 2093923.35, 56.72593471828379
2023-10-19 13:55:00, 19650.8, 19656.35, 19644.810000000034, 1989075, 2086844.95, 58.94408322962106
2023-10-19 14:00:00, 19656.2, 19675.35, 19647.97500000003, 3068571, 2129676.5, 66.43436588576681
2023-10-19 14:05:00, 19675.75, 19666.0, 19651.94000000003, 3350140, 2213204.95, 60.57736211707881
2023-10-19 14:10:00, 19665.9, 19657.65, 19654.390000000032, 2493234, 2258904.4, 55.842502273565124
2023-10-19 14:15:00, 19657.7, 19644.8, 19654.57500000003, 2204927, 2244856.3, 49.438344466692605
2023-10-19 14:20:00, 19644.4, 19645.05, 19654.55500000003, 2290892, 2183846.6, 49.55954310224905
2023-10-19 14:25:00, 19644.05, 19641.35, 19654.20000000003, 2689629, 2239981.05, 47.73578630116951
2023-10-19 14:30:00, 19641.95, 19643.85, 19653.40500000003, 3238952, 2289363.15, 49.09877065334745
2023-10-19 14:35:00, 19644.0, 19646.3, 19652.83500000003, 2775106, 2322971.25, 50.46220392883084
2023-10-19 14:40:00, 19646.3, 19644.15, 19652.08500000003, 3098471, 2389475.65, 49.216336142822776
2023-10-19 14:45:00, 19644.45, 19642.3, 19650.680000000026, 2650128, 2405873.05, 48.11553464953858
2023-10-19 14:50:00, 19642.2, 19645.5, 19647.695000000025, 3102841, 2445504.7, 50.19079355400676
2023-10-19 14:55:00, 19645.45, 19641.3, 19645.225000000024, 2265953, 2458885.65, 47.50508410625621
2023-10-19 15:00:00, 19641.95, 19640.6, 19643.520000000026, 4869379, 2606370.8, 47.053168570178705
2023-10-19 15:05:00, 19640.5, 19635.45, 19642.58500000003, 4850053, 2760086.5, 43.75524085984793
2023-10-19 15:10:00, 19634.6, 19622.1, 19640.29000000003, 4102606, 2838489.8, 36.59492970966343
2023-10-19 15:15:00, 19621.95, 19617.1, 19637.86500000003, 5967347, 3056430.6, 34.32904915408727
2023-10-19 15:20:00, 19618.05, 19612.65, 19634.74500000003, 5448736, 3242963.2, 32.40589203865349
2023-10-19 15:25:00, 19612.9, 19611.9, 19631.30500000003, 4221032, 3344960.6, 32.07970307181782
2023-10-19 15:30:00, 19612.15, 19624.7, 19629.36000000003, 11063, 3234406.75, 42.6834368802685
2023-10-19 15:35:00, 19624.7, 19624.7, 19627.60000000003, 0, 3134953.0, 42.6834368802685
2023-10-19 15:40:00, 19624.7, 19624.7, 19625.520000000033, 25096, 2982779.25, 42.683436880268495
2023-10-19 15:45:00, 19624.7, 19624.7, 19623.860000000037, 4738, 2815509.15, 42.68343688026849
2023-10-19 15:50:00, 19624.7, 19624.7, 19622.27000000004, 7391, 2691217.0, 42.68343688026849
2023-10-19 15:55:00, 19624.7, 19624.7, 19621.195000000043, 4778, 2581209.55, 42.68343688026849
2023-10-19 16:00:00, 19624.7, 19624.7, 19621.45500000004, 0, 2466664.95, 42.68343688026849
2023-10-19 16:05:00, 19624.7, 19624.7, 19622.215000000044, 0, 2332183.5, 42.68343688026849
2023-10-19 16:10:00, 19624.7, 19624.7, 19623.420000000046, 0, 2170235.9, 42.68343688026849
2023-10-19 16:15:00, 19624.7, 19624.7, 19624.700000000048, 0, 2031480.6, 42.68343688026849
2023-10-19 16:20:00, 19624.7, 19624.7, 19624.700000000048, 0, 1876557.05, 42.68343688026849
2023-10-19 16:25:00, 19624.7, 19624.7, 19624.700000000048, 0, 1744050.65, 42.68343688026849
2023-10-19 16:30:00, 19624.7, 19624.7, 19624.700000000048, 0, 1588908.6, 42.68343688026849
2023-10-19 16:35:00, 19624.7, 19624.7, 19624.700000000048, 0, 1475610.95, 42.68343688026849
2023-10-19 16:40:00, 19624.7, 19624.7, 19624.700000000048, 0, 1232142.0, 42.68343688026849
2023-10-19 16:45:00, 19624.7, 19624.7, 19624.700000000048, 0, 989639.35, 42.68343688026849
2023-10-19 16:50:00, 19624.7, 19624.7, 19624.700000000048, 0, 784509.05, 42.68343688026849
2023-10-19 16:55:00, 19624.7, 19624.7, 19624.700000000048, 0, 486141.7, 42.683436880268495
2023-10-19 17:00:00, 19624.7, 19624.7, 19624.700000000048, 0, 213704.9, 42.68343688026849
2023-10-19 17:05:00, 19624.7, 19624.7, 19624.700000000048, 0, 2653.3, 42.68343688026849
2023-10-19 17:10:00, 19624.7, 19624.7, 19624.700000000048, 0, 2100.15, 42.68343688026849
2023-10-19 17:15:00, 19624.7, 19624.7, 19624.700000000048, 0, 2100.15, 42.68343688026849
2023-10-19 17:20:00, 19624.7, 19624.7, 19624.700000000048, 0, 845.35, 42.68343688026849
2023-10-19 17:25:00, 19624.7, 19624.7, 19624.700000000048, 0, 608.45, 42.68343688026849
2023-10-19 17:30:00, 19624.7, 19624.7, 19624.700000000048, 0, 238.9, 42.68343688026849
2023-10-19 17:35:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 17:40:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 17:45:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 17:50:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.68343688026849
2023-10-19 17:55:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.68343688026849
2023-10-19 18:00:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:05:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 18:10:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:15:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 18:20:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:25:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:30:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:35:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.683436880268495
2023-10-19 18:40:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 18:45:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 18:50:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
2023-10-19 18:55:00, 19624.7, 19624.7, 19624.700000000048, 0, 0.0, 42.6834368802685
